id_client,nom_complet,email,tranche_age,sexe,ville,segment_client,canal_acquisition,region
C03638,Omar Idrissi,omar.idrissi396@yahoo.fr,65+,m,Tanger,Gold,Facebook,Tanger-Tétouan-Al Hoceïma
C02533,Fatima El Fassi,,,f,Agadir,Gold,Instagram,Souss-Massa
C01030,Omar El Fassi,,,f,Oujda,Gold,Direct,Oriental
C02495,Zineb Drissi,zineb.drissi694@yahoo.fr,,m,Agadir,Gold,Direct,Souss-Massa
C04860,Fatima Alami,fatima.alami914@outlook.com,65+,m,Oujda,Gold,Direct,Oriental
C04239,Anas Jebli,anas.jebli909@gmail.com,25-34,f,Oujda,Gold,Direct,Oriental
C04518,Imane Idrissi,imane.idrissi532@gmail.com,,f,Marrakech,Gold,Facebook,Marrakech-Safi
C01421,Imane El Fassi,,,m,Rabat,Gold,Google,Rabat-Salé-Kénitra
C00320,Mehdi Alami,mehdi.alami313@gmail.com,55-64,f,Marrakech,Gold,Direct,Marrakech-Safi
C02480,Zineb Idrissi,zineb.idrissi886@outlook.com,65+,f,Meknès,Gold,Instagram,Fès-Meknès
C02202,Mehdi Bennani,mehdi.bennani108@gmail.com,65+,f,Agadir,Gold,Instagram,Souss-Massa
C03472,Youssef Alami,youssef.alami146@gmail.com,,f,Rabat,Gold,Instagram,Rabat-Salé-Kénitra
C02324,Youssef Alami,,55-64,m,Meknès,Bronze,Facebook,Fès-Meknès
C00510,Sanaa Idrissi,sanaa.idrissi238@yahoo.fr,,f,Oujda,Gold,Instagram,Oriental
C04029,Ahmed Drissi,ahmed.drissi862@gmail.com,35-44,f,Casablanca,Gold,Direct,Casablanca-Settat
C01883,Fatima Chraibi,fatima.chraibi658@outlook.com,45-54,f,Oujda,Gold,Facebook,Oriental
C04139,Mehdi Alami,mehdi.alami599@hotmail.com,65+,m,Casablanca,Bronze,Google,Casablanca-Settat
C03878,Imane Bennani,imane.bennani25@hotmail.com,,f,Oujda,Gold,Instagram,Oriental
C00323,Zineb Kabbaj,zineb.kabbaj754@yahoo.fr,65+,f,Casablanca,Gold,Direct,Casablanca-Settat
C03316,Imane Alami,imane.alami46@outlook.com,65+,m,Meknès,Gold,Google,Fès-Meknès
C04699,Omar El Fassi,,35-44,f,Rabat,Gold,Google,Rabat-Salé-Kénitra
C04811,Fatima Bennani,fatima.bennani786@hotmail.com,,m,Oujda,Gold,Facebook,Oriental
C01890,Omar Jebli,omar.jebli268@yahoo.fr,,m,Meknès,Gold,Facebook,Fès-Meknès
C03016,Omar Bennani,omar.bennani175@yahoo.fr,,m,Marrakech,Gold,Facebook,Marrakech-Safi
C01064,Anas Alami,anas.alami673@gmail.com,25-34,f,Fès,Gold,Instagram,Fès-Meknès
C01311,Imane Haddad,imane.haddad721@outlook.com,,m,Agadir,Gold,Google,Souss-Massa
C00222,Zineb Jebli,zineb.jebli1@gmail.com,,f,Rabat,Gold,Direct,Rabat-Salé-Kénitra
C03944,Imane Ghazali,imane.ghazali855@outlook.com,18-24,f,Tnja,Gold,Direct,
C03195,Youssef Chraibi,youssef.chraibi589@outlook.com,65+,f,Fès,Bronze,Google,Fès-Meknès
C01052,Imane Alami,imane.alami44@yahoo.fr,55-64,m,Oujda,Gold,Direct,Oriental
C00855,Imane El Fassi,,,f,Agadir,Gold,Instagram,Souss-Massa
C01325,Anas El Fassi,,65+,m,Oujda,Gold,Direct,Oriental
C01307,Fatima Idrissi,fatima.idrissi409@hotmail.com,65+,m,Tanger,Silver,Instagram,Tanger-Tétouan-Al Hoceïma
C00880,Fatima Haddad,fatima.haddad823@gmail.com,35-44,f,Meknès,Gold,Direct,Fès-Meknès
C03113,Omar Jebli,omar.jebli111@gmail.com,,m,Meknès,Gold,Google,Fès-Meknès
C04832,Omar Haddad,omar.haddad714@hotmail.com,18-24,f,tanger,Gold,Direct,
C03172,Anas Drissi,anas.drissi831@yahoo.fr,25-34,f,Marrakech,Gold,Direct,Marrakech-Safi
C04505,Youssef El Fassi,,65+,m,Fès,Gold,Google,Fès-Meknès
C01126,Ahmed El Fassi,,,m,Casablanca,Gold,Direct,Casablanca-Settat
C00369,Sanaa Drissi,sanaa.drissi834@outlook.com,55-64,f,Marrakech,Gold,Facebook,Marrakech-Safi
C01549,Omar Jebli,omar.jebli658@yahoo.fr,45-54,f,Marrakech,Gold,Instagram,Marrakech-Safi
C04760,Mehdi Kabbaj,mehdi.kabbaj857@outlook.com,25-34,m,Rabat,Silver,Facebook,Rabat-Salé-Kénitra
C00851,Fatima Drissi,fatima.drissi287@yahoo.fr,65+,f,Fès,Gold,Direct,Fès-Meknès
C03955,Zineb Jebli,zineb.jebli101@outlook.com,,f,Fès,Gold,Instagram,Fès-Meknès
C02805,Anas Bennani,anas.bennani914@gmail.com,65+,f,Oujda,Gold,Direct,Oriental
C00684,Sanaa Bennani,sanaa.bennani918@gmail.com,45-54,f,Oujda,Gold,Instagram,Oriental
C04554,Youssef Kabbaj,youssef.kabbaj986@gmail.com,65+,m,Fès,Gold,Instagram,Fès-Meknès
C01682,Fatima Idrissi,fatima.idrissi382@yahoo.fr,<18,f,Agadir,Silver,Direct,Souss-Massa
C02303,Anas Alami,anas.alami338@gmail.com,,m,Casablanca,Gold,Facebook,Casablanca-Settat
C01845,Fatima Jebli,fatima.jebli681@gmail.com,,f,Fès,Gold,Direct,Fès-Meknès
C01395,Ahmed Kabbaj,ahmed.kabbaj35@hotmail.com,55-64,m,Fès,Gold,Facebook,Fès-Meknès
C02216,Khadija Bennani,khadija.bennani258@yahoo.fr,,f,Casablanca,Gold,Direct,Casablanca-Settat
C04867,Khadija Kabbaj,khadija.kabbaj26@outlook.com,,m,Rabat,Gold,Instagram,Rabat-Salé-Kénitra
C02774,Imane Idrissi,imane.idrissi775@yahoo.fr,,f,Oujda,Gold,Direct,Oriental
C02154,Omar Haddad,omar.haddad3@outlook.com,18-24,m,Agadir,Gold,Facebook,Souss-Massa
C03067,Anas Jebli,,65+,f,Fès,Silver,Facebook,Fès-Meknès
C04686,Imane El Fassi,,65+,m,TNG,Bronze,Instagram,
C04580,Imane Jebli,imane.jebli403@gmail.com,65+,f,Agadir,Gold,Facebook,Souss-Massa
C00821,Youssef Bennani,youssef.bennani295@hotmail.com,65+,m,Casablanca,Gold,Instagram,Casablanca-Settat
C01572,Ahmed Ghazali,ahmed.ghazali558@hotmail.com,,f,Fès,Gold,Google,Fès-Meknès
C02880,Fatima Idrissi,fatima.idrissi433@hotmail.com,,f,TNG,Gold,Google,
C01431,Youssef Chraibi,youssef.chraibi395@yahoo.fr,65+,m,Rabat,Gold,Google,Rabat-Salé-Kénitra
C03295,Zineb Drissi,zineb.drissi708@outlook.com,25-34,f,Rabat,Silver,Instagram,Rabat-Salé-Kénitra
C04429,Mehdi Ghazali,mehdi.ghazali509@gmail.com,55-64,f,Meknès,Gold,Instagram,Fès-Meknès
C01882,Anas Bennani,anas.bennani472@yahoo.fr,,f,Fès,Gold,Facebook,Fès-Meknès
C03633,Ahmed Jebli,ahmed.jebli654@gmail.com,45-54,m,Rabat,Gold,Instagram,Rabat-Salé-Kénitra
C01127,Sanaa Kabbaj,sanaa.kabbaj746@hotmail.com,45-54,f,Agadir,Gold,Instagram,Souss-Massa
C02183,Ahmed Drissi,ahmed.drissi2@outlook.com,65+,f,Tnja,Gold,Direct,
C00081,Khadija Chraibi,khadija.chraibi490@yahoo.fr,65+,f,Meknès,Gold,Google,Fès-Meknès
C03801,Sanaa Drissi,sanaa.drissi717@outlook.com,,f,Casablanca,Gold,Direct,Casablanca-Settat
C04941,Anas Idrissi,anas.idrissi606@outlook.com,65+,m,Meknès,Gold,Direct,Fès-Meknès
C03815,Omar Haddad,omar.haddad310@hotmail.com,35-44,f,TANGER,Gold,Google,
C03987,Zineb Chraibi,zineb.chraibi197@outlook.com,65+,m,Marrakech,Gold,Facebook,Marrakech-Safi
C03392,Anas Jebli,anas.jebli54@hotmail.com,65+,m,Meknès,Gold,Instagram,Fès-Meknès
C03363,Sanaa Idrissi,sanaa.idrissi460@hotmail.com,45-54,m,Meknès,Silver,Instagram,Fès-Meknès
C03398,Sanaa Alami,sanaa.alami146@gmail.com,,m,Oujda,Gold,Instagram,Oriental
C00640,Youssef Kabbaj,youssef.kabbaj503@hotmail.com,45-54,f,Rabat,Gold,Facebook,Rabat-Salé-Kénitra
C03574,Sanaa Jebli,sanaa.jebli463@hotmail.com,35-44,m,Meknès,Silver,Google,Fès-Meknès
C03578,Mehdi Kabbaj,mehdi.kabbaj825@hotmail.com,,m,Oujda,Silver,Direct,Oriental
C03674,Ahmed Alami,ahmed.alami99@yahoo.fr,55-64,m,Marrakech,Gold,Google,Marrakech-Safi
C04161,Omar El Fassi,,65+,f,Casablanca,Bronze,Google,Casablanca-Settat
C01535,Khadija Haddad,khadija.haddad751@gmail.com,65+,m,Tanger,Gold,Direct,Tanger-Tétouan-Al Hoceïma
C04350,Imane Jebli,imane.jebli803@yahoo.fr,,m,Casablanca,Gold,Direct,Casablanca-Settat
C03142,Anas Idrissi,anas.idrissi516@hotmail.com,35-44,m,Fès,Silver,Facebook,Fès-Meknès
C02736,Sanaa Idrissi,sanaa.idrissi825@hotmail.com,25-34,m,Agadir,Bronze,Direct,Souss-Massa
C02634,Anas Alami,anas.alami868@outlook.com,65+,f,Casablanca,Gold,Google,Casablanca-Settat
C02293,Omar Bennani,omar.bennani968@hotmail.com,65+,f,Rabat,Gold,Instagram,Rabat-Salé-Kénitra
C04625,Youssef Bennani,youssef.bennani870@yahoo.fr,25-34,m,Marrakech,Gold,Instagram,Marrakech-Safi
C01495,Youssef Alami,youssef.alami131@hotmail.com,,m,Marrakech,Bronze,Google,Marrakech-Safi
C04199,Sanaa El Fassi,,55-64,f,TNG,Gold,Google,
C03831,Sanaa Haddad,sanaa.haddad508@hotmail.com,18-24,m,Agadir,Gold,Direct,Souss-Massa
C00218,Zineb Kabbaj,zineb.kabbaj742@yahoo.fr,55-64,f,Casablanca,Gold,Google,Casablanca-Settat
C00209,Fatima Haddad,fatima.haddad455@outlook.com,65+,m,TANGER,Gold,Facebook,
C00948,Omar Ghazali,omar.ghazali728@outlook.com,25-34,f,Oujda,Bronze,Google,Oriental
C00651,Mehdi Alami,mehdi.alami632@yahoo.fr,35-44,f,Agadir,Gold,Facebook,Souss-Massa
C04322,Ahmed Haddad,ahmed.haddad665@hotmail.com,45-54,m,Fès,Bronze,Google,Fès-Meknès
C00288,Anas Haddad,anas.haddad278@outlook.com,65+,f,TNG,Gold,Instagram,
C03759,Ahmed Kabbaj,,55-64,f,Rabat,Gold,Facebook,Rabat-Salé-Kénitra
C03216,Zineb Chraibi,zineb.chraibi873@hotmail.com,65+,f,Marrakech,Gold,Facebook,Marrakech-Safi
C03083,Fatima Idrissi,fatima.idrissi510@gmail.com,45-54,m,TNG,Bronze,Instagram,
C02929,Omar El Fassi,,,f,Rabat,Silver,Google,Rabat-Salé-Kénitra
C01123,Imane Idrissi,imane.idrissi444@gmail.com,,m,Oujda,Gold,Direct,Oriental
C04340,Youssef Haddad,youssef.haddad758@hotmail.com,55-64,m,Rabat,Silver,Facebook,Rabat-Salé-Kénitra
C01749,Ahmed El Fassi,,65+,m,Rabat,Gold,Instagram,Rabat-Salé-Kénitra
C03253,Imane Drissi,imane.drissi151@hotmail.com,25-34,m,Marrakech,Gold,Facebook,Marrakech-Safi
C03949,Anas Bennani,anas.bennani343@outlook.com,,f,Agadir,Gold,Direct,Souss-Massa
C03913,Ahmed Chraibi,ahmed.chraibi817@hotmail.com,18-24,m,Fès,Gold,Facebook,Fès-Meknès
C02347,Imane Drissi,imane.drissi509@hotmail.com,25-34,f,Meknès,Gold,Instagram,Fès-Meknès
C02745,Imane Alami,imane.alami710@hotmail.com,65+,m,Fès,Gold,Direct,Fès-Meknès
C04069,Youssef Idrissi,youssef.idrissi693@outlook.com,65+,f,Meknès,Gold,Instagram,Fès-Meknès
C04346,Anas Bennani,anas.bennani529@outlook.com,55-64,f,Fès,Gold,Instagram,Fès-Meknès
C04195,Anas Bennani,anas.bennani909@hotmail.com,65+,f,Marrakech,Gold,Facebook,Marrakech-Safi
C03315,Omar Chraibi,omar.chraibi261@gmail.com,65+,m,Tnja,Gold,Facebook,
C00260,Anas Idrissi,anas.idrissi889@outlook.com,18-24,m,Marrakech,Gold,Instagram,Marrakech-Safi
C00345,Anas El Fassi,,45-54,m,Rabat,Gold,Direct,Rabat-Salé-Kénitra
C01170,Mehdi Bennani,mehdi.bennani350@yahoo.fr,,m,Oujda,Gold,Instagram,Oriental
C01249,Mehdi Idrissi,mehdi.idrissi242@outlook.com,65+,m,Marrakech,Bronze,Google,Marrakech-Safi
C04929,Youssef Idrissi,youssef.idrissi61@hotmail.com,65+,m,Oujda,Gold,Instagram,Oriental
C04946,Omar Jebli,omar.jebli57@hotmail.com,,f,Agadir,Gold,Facebook,Souss-Massa
C01710,Sanaa Haddad,sanaa.haddad263@outlook.com,25-34,f,Casablanca,Gold,Instagram,Casablanca-Settat
C03379,Sanaa Ghazali,sanaa.ghazali168@yahoo.fr,65+,m,Rabat,Silver,Google,Rabat-Salé-Kénitra
C01141,Youssef Haddad,youssef.haddad197@hotmail.com,65+,f,Meknès,Gold,Direct,Fès-Meknès
C03431,Imane Alami,imane.alami545@hotmail.com,65+,m,Rabat,Gold,Instagram,Rabat-Salé-Kénitra
C00873,Sanaa Alami,sanaa.alami994@gmail.com,65+,f,Meknès,Bronze,Google,Fès-Meknès
C04982,Sanaa Idrissi,sanaa.idrissi552@yahoo.fr,55-64,m,Agadir,Gold,Google,Souss-Massa
C04004,Ahmed Bennani,ahmed.bennani296@hotmail.com,45-54,m,Fès,Gold,Facebook,Fès-Meknès
C03699,Youssef Bennani,youssef.bennani116@outlook.com,,m,Casablanca,Gold,Facebook,Casablanca-Settat
C03896,Anas Ghazali,anas.ghazali356@yahoo.fr,65+,m,Agadir,Gold,Google,Souss-Massa
C01150,Ahmed Haddad,ahmed.haddad82@hotmail.com,,m,Fès,Bronze,Instagram,Fès-Meknès
C03786,Anas Ghazali,anas.ghazali635@yahoo.fr,45-54,f,Oujda,Gold,Facebook,Oriental
C00155,Khadija Jebli,khadija.jebli779@yahoo.fr,65+,m,TANGER,Silver,Direct,
C00595,Fatima Ghazali,,65+,m,Rabat,Gold,Instagram,Rabat-Salé-Kénitra
C01817,Fatima Kabbaj,fatima.kabbaj762@outlook.com,65+,f,Agadir,Gold,Instagram,Souss-Massa
C04913,Omar Alami,omar.alami369@hotmail.com,65+,f,Fès,Gold,Google,Fès-Meknès
C00312,Fatima El Fassi,,55-64,m,Rabat,Gold,Google,Rabat-Salé-Kénitra
C03229,Fatima Bennani,fatima.bennani612@hotmail.com,,f,Tanger,Gold,Facebook,Tanger-Tétouan-Al Hoceïma
C04437,Youssef Haddad,youssef.haddad352@hotmail.com,,m,Rabat,Bronze,Instagram,Rabat-Salé-Kénitra
C02467,Fatima Alami,fatima.alami55@gmail.com,,m,Fès,Gold,Instagram,Fès-Meknès
C00682,Fatima Jebli,fatima.jebli908@outlook.com,65+,m,Marrakech,Gold,Instagram,Marrakech-Safi
C03237,Zineb Bennani,zineb.bennani433@gmail.com,65+,m,Casablanca,Gold,Google,Casablanca-Settat
C00897,Imane El Fassi,,65+,f,Agadir,Bronze,Google,Souss-Massa
C00778,Youssef Ghazali,youssef.ghazali513@yahoo.fr,55-64,f,Marrakech,Silver,Instagram,Marrakech-Safi
C04961,Imane Ghazali,imane.ghazali703@outlook.com,45-54,m,Fès,Bronze,Direct,Fès-Meknès
C02331,Fatima Haddad,fatima.haddad401@hotmail.com,65+,f,tanger,Gold,Facebook,
C01149,Imane Kabbaj,imane.kabbaj219@hotmail.com,45-54,f,Marrakech,Gold,Google,Marrakech-Safi
C02670,Anas Idrissi,anas.idrissi138@outlook.com,,m,Oujda,Gold,Direct,Oriental
C04240,Anas Drissi,anas.drissi701@outlook.com,55-64,m,Agadir,Gold,Direct,Souss-Massa
C00565,Omar Chraibi,omar.chraibi348@yahoo.fr,,f,Marrakech,Bronze,Facebook,Marrakech-Safi
C00794,Ahmed Drissi,ahmed.drissi833@gmail.com,65+,m,Agadir,Gold,Google,Souss-Massa
C01512,Omar Kabbaj,omar.kabbaj527@gmail.com,,m,Casablanca,Gold,Facebook,Casablanca-Settat
C00687,Sanaa Chraibi,sanaa.chraibi187@outlook.com,35-44,f,Agadir,Gold,Google,Souss-Massa
C02564,Mehdi Haddad,,65+,f,Rabat,Gold,Instagram,Rabat-Salé-Kénitra
C02837,Imane Ghazali,imane.ghazali291@outlook.com,,f,Fès,Bronze,Facebook,Fès-Meknès
C04568,Anas Drissi,anas.drissi883@yahoo.fr,55-64,m,Rabat,Gold,Facebook,Rabat-Salé-Kénitra
C00255,Sanaa Bennani,sanaa.bennani721@hotmail.com,65+,m,Agadir,Gold,Facebook,Souss-Massa
C01822,Mehdi Kabbaj,mehdi.kabbaj562@gmail.com,,m,Marrakech,Gold,Direct,Marrakech-Safi
C00675,Sanaa Alami,sanaa.alami641@gmail.com,,f,Casablanca,Gold,Instagram,Casablanca-Settat
C03232,Fatima Haddad,fatima.haddad180@outlook.com,,f,Marrakech,Gold,Direct,Marrakech-Safi
C03640,Youssef Drissi,youssef.drissi16@hotmail.com,65+,f,Oujda,Gold,Google,Oriental
C04135,Fatima Jebli,fatima.jebli368@gmail.com,25-34,m,Casablanca,Gold,Direct,Casablanca-Settat
C04865,Anas Haddad,anas.haddad296@yahoo.fr,,f,Casablanca,Gold,Instagram,Casablanca-Settat
C03772,Anas Ghazali,anas.ghazali87@outlook.com,65+,m,Meknès,Silver,Direct,Fès-Meknès
C00319,Ahmed Kabbaj,ahmed.kabbaj391@gmail.com,65+,f,Casablanca,Gold,Facebook,Casablanca-Settat
C04753,Khadija Drissi,khadija.drissi966@gmail.com,65+,m,Rabat,Bronze,Direct,Rabat-Salé-Kénitra
C04705,Sanaa Ghazali,sanaa.ghazali22@yahoo.fr,,m,Rabat,Gold,Facebook,Rabat-Salé-Kénitra
C01706,Mehdi Chraibi,mehdi.chraibi429@gmail.com,55-64,m,Fès,Bronze,Facebook,Fès-Meknès
C04638,Sanaa Chraibi,sanaa.chraibi869@gmail.com,,m,Agadir,Gold,Google,Souss-Massa
C04776,Imane El Fassi,,,m,Agadir,Bronze,Instagram,Souss-Massa
C02098,Imane Ghazali,imane.ghazali83@hotmail.com,,f,Meknès,Gold,Google,Fès-Meknès
C01743,Ahmed Alami,ahmed.alami919@gmail.com,,f,Casablanca,Gold,Google,Casablanca-Settat
C03497,Fatima El Fassi,,,f,Rabat,Gold,Facebook,Rabat-Salé-Kénitra
C03749,Ahmed Alami,ahmed.alami796@hotmail.com,18-24,f,Oujda,Gold,Google,Oriental
C04017,Sanaa Idrissi,sanaa.idrissi971@hotmail.com,,m,Marrakech,Gold,Google,Marrakech-Safi
C03598,Imane Drissi,imane.drissi697@hotmail.com,,f,Marrakech,Gold,Google,Marrakech-Safi
C02785,Zineb Haddad,zineb.haddad979@hotmail.com,25-34,f,TANGER,Gold,Instagram,
C00608,Mehdi Kabbaj,mehdi.kabbaj167@yahoo.fr,55-64,f,Agadir,Gold,Direct,Souss-Massa
C01296,Khadija Drissi,,65+,f,TNG,Gold,Instagram,
C01342,Fatima Jebli,fatima.jebli594@hotmail.com,55-64,f,Tanger,Gold,Instagram,Tanger-Tétouan-Al Hoceïma
C00932,Anas Idrissi,anas.idrissi625@yahoo.fr,18-24,f,Meknès,Gold,Instagram,Fès-Meknès
C02681,Youssef Chraibi,youssef.chraibi593@yahoo.fr,65+,f,Rabat,Gold,Instagram,Rabat-Salé-Kénitra
C03402,Khadija Jebli,khadija.jebli504@yahoo.fr,65+,f,Casablanca,Silver,Instagram,Casablanca-Settat
C02713,Fatima Jebli,fatima.jebli629@hotmail.com,25-34,m,Marrakech,Gold,Google,Marrakech-Safi
C03696,Youssef Ghazali,youssef.ghazali168@outlook.com,45-54,f,Oujda,Bronze,Direct,Oriental
C00634,Mehdi Drissi,mehdi.drissi35@gmail.com,35-44,m,Casablanca,Gold,Direct,Casablanca-Settat
C00846,Ahmed El Fassi,,55-64,f,Agadir,Bronze,Google,Souss-Massa
C04615,Khadija Ghazali,khadija.ghazali667@gmail.com,65+,m,Meknès,Bronze,Direct,Fès-Meknès
C02782,Sanaa Alami,sanaa.alami174@hotmail.com,,m,Oujda,Gold,Instagram,Oriental
C02496,Sanaa Ghazali,sanaa.ghazali799@gmail.com,65+,m,Oujda,Gold,Direct,Oriental
C03324,Mehdi Bennani,mehdi.bennani761@gmail.com,65+,m,tanger,Gold,Google,
C04244,Zineb El Fassi,,18-24,m,TNG,Gold,Facebook,
C01005,Ahmed Kabbaj,ahmed.kabbaj60@outlook.com,25-34,m,Casablanca,Bronze,Direct,Casablanca-Settat
C00505,Mehdi El Fassi,,35-44,m,TNG,Gold,Google,
C02005,Ahmed Jebli,ahmed.jebli923@hotmail.com,25-34,f,Rabat,Gold,Instagram,Rabat-Salé-Kénitra
C02385,Sanaa Kabbaj,sanaa.kabbaj888@outlook.com,65+,m,Fès,Bronze,Google,Fès-Meknès
C03504,Mehdi El Fassi,,45-54,f,Rabat,Gold,Google,Rabat-Salé-Kénitra
C00810,Youssef Kabbaj,youssef.kabbaj27@gmail.com,,f,TNG,Gold,Facebook,
C04055,Fatima Drissi,fatima.drissi712@gmail.com,18-24,m,Meknès,Gold,Instagram,Fès-Meknès
C04451,Ahmed Kabbaj,,65+,f,Agadir,Bronze,Facebook,Souss-Massa
C04207,Anas Haddad,anas.haddad541@hotmail.com,55-64,f,Casablanca,Gold,Facebook,Casablanca-Settat
C04579,Zineb Haddad,zineb.haddad712@outlook.com,,m,Meknès,Gold,Google,Fès-Meknès
C02493,Zineb Drissi,zineb.drissi475@yahoo.fr,25-34,m,Meknès,Gold,Direct,Fès-Meknès
C00749,Mehdi Idrissi,mehdi.idrissi889@yahoo.fr,65+,f,Fès,Gold,Facebook,Fès-Meknès
C00869,Anas Alami,anas.alami331@gmail.com,,m,Agadir,Gold,Facebook,Souss-Massa
C03396,Imane Jebli,imane.jebli852@outlook.com,25-34,f,Rabat,Gold,Direct,Rabat-Salé-Kénitra
C04249,Anas Drissi,anas.drissi865@yahoo.fr,25-34,f,Casablanca,Gold,Instagram,Casablanca-Settat
C00461,Sanaa Haddad,sanaa.haddad100@outlook.com,,f,Rabat,Gold,Instagram,Rabat-Salé-Kénitra
C03812,Youssef Alami,youssef.alami913@yahoo.fr,,f,Casablanca,Gold,Google,Casablanca-Settat
C01095,Khadija Idrissi,khadija.idrissi596@yahoo.fr,35-44,f,Agadir,Gold,Direct,Souss-Massa
C02609,Zineb Chraibi,zineb.chraibi448@hotmail.com,55-64,m,Agadir,Gold,Direct,Souss-Massa
C04399,Zineb Alami,zineb.alami609@yahoo.fr,65+,m,Casablanca,Bronze,Instagram,Casablanca-Settat
C03372,Imane Jebli,imane.jebli891@hotmail.com,25-34,f,Marrakech,Silver,Instagram,Marrakech-Safi
C04731,Mehdi Chraibi,mehdi.chraibi930@gmail.com,45-54,m,Oujda,Gold,Direct,Oriental
C04100,Anas Bennani,anas.bennani505@outlook.com,35-44,f,Marrakech,Gold,Direct,Marrakech-Safi
C02088,Mehdi Chraibi,mehdi.chraibi774@outlook.com,35-44,m,Rabat,Gold,Instagram,Rabat-Salé-Kénitra
C02371,Sanaa Jebli,sanaa.jebli594@hotmail.com,65+,f,Oujda,Gold,Direct,Oriental
C03498,Mehdi Jebli,mehdi.jebli547@hotmail.com,55-64,m,tanger,Gold,Instagram,
C04178,Mehdi Chraibi,mehdi.chraibi553@yahoo.fr,65+,m,Rabat,Gold,Instagram,Rabat-Salé-Kénitra
C00584,Anas Drissi,anas.drissi539@hotmail.com,65+,f,Casablanca,Gold,Direct,Casablanca-Settat
C00922,Sanaa Idrissi,sanaa.idrissi316@outlook.com,25-34,m,Oujda,Gold,Google,Oriental
C03405,Mehdi Jebli,mehdi.jebli340@gmail.com,,m,Agadir,Gold,Facebook,Souss-Massa
C00354,Anas Kabbaj,anas.kabbaj984@gmail.com,,f,Meknès,Gold,Google,Fès-Meknès
C01724,Mehdi Idrissi,mehdi.idrissi515@gmail.com,35-44,f,Casablanca,Gold,Facebook,Casablanca-Settat
C02346,Zineb Bennani,zineb.bennani560@hotmail.com,65+,f,Tanger,Gold,Facebook,Tanger-Tétouan-Al Hoceïma
C02375,Mehdi Bennani,mehdi.bennani725@outlook.com,65+,m,Meknès,Silver,Direct,Fès-Meknès
C03288,Anas El Fassi,,,f,Casablanca,Gold,Google,Casablanca-Settat
C02436,Zineb Bennani,zineb.bennani230@gmail.com,45-54,f,Tanger,Gold,Facebook,Tanger-Tétouan-Al Hoceïma
C00739,Ahmed El Fassi,,45-54,f,TANGER,Gold,Facebook,
C03685,Omar Bennani,omar.bennani361@yahoo.fr,65+,m,Meknès,Bronze,Instagram,Fès-Meknès
C02156,Anas Chraibi,anas.chraibi348@yahoo.fr,45-54,f,Rabat,Silver,Instagram,Rabat-Salé-Kénitra
C00722,Youssef Ghazali,youssef.ghazali861@hotmail.com,65+,f,Rabat,Gold,Direct,Rabat-Salé-Kénitra
C04049,Anas Haddad,anas.haddad805@hotmail.com,65+,m,Marrakech,Gold,Google,Marrakech-Safi
C01136,Fatima El Fassi,,,f,Fès,Gold,Facebook,Fès-Meknès
C04632,Omar Kabbaj,omar.kabbaj117@gmail.com,,f,Oujda,Gold,Instagram,Oriental
C03684,Anas Drissi,,35-44,m,Rabat,Gold,Direct,Rabat-Salé-Kénitra
C01810,Fatima Idrissi,fatima.idrissi21@yahoo.fr,18-24,f,Rabat,Gold,Direct,Rabat-Salé-Kénitra
C02828,Anas Drissi,anas.drissi818@yahoo.fr,18-24,m,Agadir,Gold,Facebook,Souss-Massa
C04284,Imane Ghazali,imane.ghazali554@yahoo.fr,65+,m,tanger,Gold,Direct,
C03020,Youssef Drissi,youssef.drissi575@yahoo.fr,25-34,m,Rabat,Gold,Direct,Rabat-Salé-Kénitra
C04656,Youssef Haddad,youssef.haddad750@gmail.com,,f,Agadir,Gold,Instagram,Souss-Massa
C00384,Imane Haddad,imane.haddad789@outlook.com,65+,m,Agadir,Bronze,Instagram,Souss-Massa
C01714,Ahmed Haddad,ahmed.haddad483@gmail.com,65+,m,Meknès,Silver,Instagram,Fès-Meknès
C03221,Mehdi Alami,mehdi.alami798@hotmail.com,35-44,m,Casablanca,Gold,Instagram,Casablanca-Settat
C01493,Mehdi Chraibi,mehdi.chraibi795@outlook.com,65+,f,Marrakech,Bronze,Instagram,Marrakech-Safi
C03725,Imane Ghazali,imane.ghazali381@gmail.com,65+,m,Meknès,Gold,Google,Fès-Meknès
C01361,Zineb Drissi,zineb.drissi840@hotmail.com,65+,m,Casablanca,Gold,Instagram,Casablanca-Settat
C01228,Mehdi Kabbaj,mehdi.kabbaj717@gmail.com,35-44,f,Oujda,Silver,Direct,Oriental
C00318,Fatima Kabbaj,fatima.kabbaj410@yahoo.fr,,f,Casablanca,Bronze,Instagram,Casablanca-Settat
C00929,Imane Drissi,imane.drissi472@hotmail.com,65+,f,TNG,Gold,Direct,
C04485,Ahmed El Fassi,,,m,Fès,Gold,Facebook,Fès-Meknès
C04711,Imane Drissi,imane.drissi500@hotmail.com,35-44,f,Casablanca,Gold,Facebook,Casablanca-Settat
C02592,Sanaa Idrissi,sanaa.idrissi883@hotmail.com,<18,m,Agadir,Silver,Google,Souss-Massa
C04002,Khadija Idrissi,,25-34,m,Agadir,Gold,Direct,Souss-Massa
C02241,Omar Chraibi,omar.chraibi463@outlook.com,65+,f,TANGER,Gold,Google,
C04734,Fatima Bennani,fatima.bennani471@hotmail.com,,m,Tnja,Gold,Direct,
